file,mean,std,min,max,brightness,contrast,height,width,frames
data/processed/clips/02e845ed7f793bb7.npz,101.05820323572136,62.82549864683657,0.0,255.0,101.05820323572136,62.82549864683657,224,224,60
data/processed/clips/69eaf85afebf6f55.npz,112.58727966446996,28.302744684554963,0.0,255.0,112.58727966446996,28.302744684554963,224,224,60
data/processed/clips/fa6a074908402ae7.npz,81.8071852634283,82.56048906854659,0.0,253.0,81.8071852634283,82.56048906854659,224,224,60
data/processed/clips/8cdaeb5562ab2409.npz,134.69573512347648,36.122889814480025,3.0,255.0,134.69573512347648,36.122889814480025,224,224,60
data/processed/clips/dfa8bc85dd10b7c5.npz,71.34293154761905,83.04043768164428,0.0,255.0,71.34293154761905,83.04043768164428,224,224,60
data/processed/clips/52388eb958547a5e.npz,96.22898364423895,31.34135718307613,0.0,255.0,96.22898364423895,31.34135718307613,224,224,60
data/processed/clips/d6861ddbd7e830cc.npz,81.389523986678,83.06102964369234,0.0,255.0,81.389523986678,83.06102964369234,224,224,60
data/processed/clips/3b54fa71866f0b58.npz,128.60986837443312,50.83517562159098,0.0,255.0,128.60986837443312,50.83517562159098,224,224,60
data/processed/clips/618aad9e38956ef2.npz,128.6161471619898,50.839736134164035,0.0,255.0,128.6161471619898,50.839736134164035,224,224,60
data/processed/clips/1d0593876cb29270.npz,84.61433742116638,82.63232402877227,0.0,254.0,84.61433742116638,82.63232402877227,224,224,60
data/processed/clips/ffae8d292a4ac7c4.npz,104.98612528344671,34.59392987638333,11.0,255.0,104.98612528344671,34.59392987638333,224,224,60
data/processed/clips/a3277675f034550b.npz,75.02403019150368,83.80162024789782,0.0,255.0,75.02403019150368,83.80162024789782,224,224,60
data/processed/clips/031ed0c9e5d5dab3.npz,64.6485832093254,37.88110757353319,0.0,255.0,64.6485832093254,37.88110757353319,224,224,60
data/processed/clips/015a5e88d4da8728.npz,122.70196231487387,55.0085969099062,0.0,255.0,122.70196231487387,55.0085969099062,224,224,60
data/processed/clips/05377f853a74bb62.npz,109.80967062606292,49.28467173968266,0.0,255.0,109.80967062606292,49.28467173968266,224,224,60
data/processed/clips/820dca2c5406e11e.npz,110.42032146843113,63.9939208561246,0.0,255.0,110.42032146843113,63.9939208561246,224,224,60
data/processed/clips/dc3876ce01221931.npz,78.87897877249858,84.12117638712097,0.0,254.0,78.87897877249858,84.12117638712097,224,224,60
data/processed/clips/a9811e5234361572.npz,134.1673116186579,51.40844584404676,0.0,255.0,134.1673116186579,51.40844584404676,224,224,60
data/processed/clips/effbde3981a17836.npz,123.94296664629394,58.149069024708936,0.0,255.0,123.94296664629394,58.149069024708936,224,224,60
data/processed/clips/167da76a08ef6ee4.npz,73.12997725783022,82.23641145432212,0.0,255.0,73.12997725783022,82.23641145432212,224,224,60
data/processed/clips/7e204ed6b165b097.npz,78.28348491089145,83.10846753180812,0.0,255.0,78.28348491089145,83.10846753180812,224,224,60
data/processed/clips/91feacea6f279f7c.npz,85.53473971619898,30.419925686621895,18.0,255.0,85.53473971619898,30.419925686621895,224,224,60
data/processed/clips/5876825a81af4205.npz,128.39582779726473,34.77023569801581,0.0,255.0,128.39582779726473,34.77023569801581,224,224,60
data/processed/clips/fa5e574f3533469d.npz,91.26414022640306,71.49606446169224,0.0,255.0,91.26414022640306,71.49606446169224,224,224,60
data/processed/clips/b33d4634596d54ff.npz,121.58239663052721,61.57534567526645,0.0,255.0,121.58239663052721,61.57534567526645,224,224,60
data/processed/clips/41babd26bad600f1.npz,142.5200124450822,56.93607862498304,0.0,255.0,142.5200124450822,56.93607862498304,224,224,60
data/processed/clips/8afda3a3e8b5b0f3.npz,122.00517511692176,73.10771342024464,0.0,255.0,122.00517511692176,73.10771342024464,224,224,60
data/processed/clips/4b2155a30385f5a7.npz,96.56684359941893,62.747379308782456,0.0,255.0,96.56684359941893,62.747379308782456,224,224,60
data/processed/clips/5755e6238c3bd88e.npz,72.28573598710318,26.20598559147921,0.0,255.0,72.28573598710318,26.20598559147921,224,224,60
data/processed/clips/3e538365292c46d3.npz,107.90165716677296,49.372472452632934,0.0,255.0,107.90165716677296,49.372472452632934,224,224,60
data/processed/clips/e0c5909d79888eb4.npz,99.91169837726757,46.529536996141886,0.0,255.0,99.91169837726757,46.529536996141886,224,224,60
data/processed/clips/de94ac1771db9863.npz,58.19968466553288,64.17080435695377,0.0,255.0,58.19968466553288,64.17080435695377,224,224,60
data/processed/clips/00a324356a3b9965.npz,74.44452571393141,83.61367356132938,0.0,255.0,74.44452571393141,83.61367356132938,224,224,60
data/processed/clips/a5b060989eda2c42.npz,59.68509158871882,64.8761976064407,0.0,255.0,59.68509158871882,64.8761976064407,224,224,60
data/processed/clips/8c0d40d1a441e958.npz,122.12182218590561,61.361470660033774,0.0,255.0,122.12182218590561,61.361470660033774,224,224,60
data/processed/clips/eeb647cda3bf96ca.npz,104.97019502462443,40.14713322209791,0.0,255.0,104.97019502462443,40.14713322209791,224,224,60
data/processed/clips/2f87ebc68f81433f.npz,126.61200286104025,47.17132660842363,0.0,255.0,126.61200286104025,47.17132660842363,224,224,60
data/processed/clips/7730aac918b79263.npz,64.9598298433957,71.59176879799764,0.0,255.0,64.9598298433957,71.59176879799764,224,224,60
data/processed/clips/2f045b0cc758d878.npz,127.71528940352182,38.95460384477534,0.0,255.0,127.71528940352182,38.95460384477534,224,224,60
data/processed/clips/c4a1f5d7fadc39fc.npz,101.23236939306973,65.56011349839393,0.0,255.0,101.23236939306973,65.56011349839393,224,224,60
data/processed/clips/4f608001945664f9.npz,111.78200888428287,49.83188550937428,0.0,255.0,111.78200888428287,49.83188550937428,224,224,60
data/processed/clips/90d78f6f453d3610.npz,108.83335337390164,50.86493077276929,3.0,255.0,108.83335337390164,50.86493077276929,224,224,60
